Retailer;Retailer ID;Invoice Date;Region;State;City;Product;Price per Unit;Units Sold;Total Sales;Operating Profit;Operating Margin;Sales Method
Kohl's;1185732;11/06/2021;West;Utah;Salt Lake City;Women's Athletic Footwear;20.00;400;8000.00;3200.00;0.4;In-store
Kohl's;1185732;11/06/2021;West;Utah;Salt Lake City;Men's Apparel;35.00;400;14000.00;4900.00;0.35;In-store
Kohl's;1185732;11/06/2021;West;Utah;Salt Lake City;;40.00;575;23000.00;11500.00;0.5;In-store
Kohl's;1185732;10/07/2021;West;Utah;Salt Lake City;Men's Street Footwear;35.00;800;28000.00;11200.00;0.4;In-store
Kohl's;1185732;10/07/2021;West;Utah;Salt Lake City;Men's Athletic Footwear;30.00;550;16500.00;5775.00;0.35;In-store
Kohl's;1185732;10/07/2021;West;Utah;Salt Lake City;Women's Street Footwear;25.00;475;11875.00;4156.25;0.35;In-store
Kohl's;1185732;10/07/2021;West;Utah;Salt Lake City;Women's Athletic Footwear;25.00;425;10625.00;4250.00;0.4;In-store
Kohl's;1185732;10/07/2021;West;Utah;Salt Lake City;Men's Apparel;35.00;425;14875.00;5206.25;0.35;In-store
Kohl's;1185732;10/07/2021;West;Utah;Salt Lake City;Women's Apparel;40.00;600;24000.00;12000.00;0.5;In-store
Kohl's;1185732;11/08/2021;West;Utah;Salt Lake City;Men's Street Footwear;35.00;750;26250.00;10500.00;0.4;In-store
Kohl's;1185732;11/08/2021;West;Utah;Salt Lake City;Men's Athletic Footwear;35.00;525;18375.00;6431.25;0.35;In-store
Kohl's;1185732;11/08/2021;West;Utah;Salt Lake City;Women's Street Footwear;30.00;450;13500.00;4725.00;0.35;In-store
Kohl's;1185732;11/08/2021;West;Utah;Salt Lake City;Women's Athletic Footwear;20.00;375;7500.00;3000.00;0.4;In-store
Kohl's;1185732;11/08/2021;West;Utah;Salt Lake City;Men's Apparel;30.00;350;10500.00;3675.00;0.35;In-store
Kohl's;1185732;11/08/2021;West;Utah;Salt Lake City;Women's Apparel;35.00;525;18375.00;9187.50;0.5;In-store
Kohl's;1185732;12/09/2021;West;Utah;Salt Lake City;Men's Street Footwear;30.00;650;19500.00;7800.00;0.4;In-store
Kohl's;1185732;12/09/2021;West;Utah;Salt Lake City;Men's Athletic Footwear;25.00;450;11250.00;3937.50;0.35;In-store
Kohl's;1185732;12/09/2021;West;Utah;Salt Lake City;Women's Street Footwear;10.00;350;3500.00;1225.00;0.35;In-store
Kohl's;1185732;12/09/2021;West;Utah;Salt Lake City;Women's Athletic Footwear;10.00;325;3250.00;1300.00;0.4;In-store
Kohl's;1185732;12/09/2021;West;Utah;Salt Lake City;Men's Apparel;20.00;325;6500.00;2275.00;0.35;In-store
Kohl's;1185732;12/09/2021;West;Utah;Salt Lake City;Women's Apparel;25.00;400;10000.00;5000.00;0.5;In-store
Kohl's;1185732;11/10/2021;West;Utah;Salt Lake City;Men's Street Footwear;30.00;575;17250.00;6900.00;0.4;In-store
Kohl's;1185732;11/10/2021;West;Utah;Salt Lake City;Men's Athletic Footwear;20.00;400;8000.00;2800.00;0.35;In-store
Kohl's;1185732;11/10/2021;West;Utah;Salt Lake City;Women's Street Footwear;20.00;300;6000.00;2100.00;0.35;In-store
Kohl's;1185732;11/10/2021;West;Utah;Salt Lake City;Women's Athletic Footwear;20.00;275;5500.00;2200.00;0.4;In-store
Kohl's;1185732;11/10/2021;West;Utah;Salt Lake City;Men's Apparel;30.00;275;8250.00;2887.50;0.35;In-store
Kohl's;1185732;11/10/2021;West;Utah;Salt Lake City;Women's Apparel;35.00;400;14000.00;7000.00;0.5;In-store
Kohl's;1185732;11/11/2021;West;Utah;Salt Lake City;Men's Street Footwear;30.00;550;16500.00;6600.00;0.4;In-store
Kohl's;1185732;11/11/2021;West;Utah;Salt Lake City;Men's Athletic Footwear;20.00;400;8000.00;2800.00;0.35;In-store
Kohl's;1185732;11/11/2021;West;Utah;Salt Lake City;Women's Street Footwear;20.00;345;6900.00;2415.00;0.35;In-store
Kohl's;1185732;11/11/2021;West;Utah;Salt Lake City;Women's Athletic Footwear;20.00;375;7500.00;3000.00;0.4;In-store
Kohl's;1185732;11/11/2021;West;Utah;Salt Lake City;Men's Apparel;40.00;350;14000.00;4900.00;0.35;In-store
Kohl's;1185732;11/11/2021;West;Utah;Salt Lake City;Women's Apparel;45.00;450;20250.00;10125.00;0.5;In-store
Kohl's;1185732;10/12/2021;West;Utah;Salt Lake City;Men's Street Footwear;40.00;700;28000.00;11200.00;0.4;In-store
Kohl's;1185732;10/12/2021;West;Utah;Salt Lake City;Men's Athletic Footwear;30.00;500;15000.00;5250.00;0.35;In-store
Kohl's;1185732;10/12/2021;West;Utah;Salt Lake City;Women's Street Footwear;30.00;450;13500.00;4725.00;0.35;In-store
Kohl's;1185732;10/12/2021;West;Utah;Salt Lake City;Women's Athletic Footwear;30.00;400;12000.00;4800.00;0.4;In-store
Kohl's;1185732;10/12/2021;West;Utah;Salt Lake City;Men's Apparel;40.00;400;16000.00;5600.00;0.35;In-store
Kohl's;1185732;10/12/2021;West;Utah;Salt Lake City;Women's Apparel;45.00;500;22500.00;11250.00;0.5;In-store
Kohl's;1128299;24/01/2021;West;Utah;Salt Lake City;Men's Street Footwear;30.00;350;10500.00;3675.00;0.35;In-store
Kohl's;1128299;24/01/2021;West;Utah;Salt Lake City;Men's Athletic Footwear;40.00;350;14000.00;4900.00;0.35;In-store
Kohl's;1128299;24/01/2021;West;Utah;Salt Lake City;Women's Street Footwear;40.00;350;14000.00;4900.00;0.35;In-store
Kohl's;1128299;24/01/2021;West;Utah;Salt Lake City;Women's Athletic Footwear;40.00;200;8000.00;2800.00;0.35;In-store
Kohl's;1128299;24/01/2021;West;Utah;Salt Lake City;Men's Apparel;45.00;150;6750.00;2700.00;0.4;In-store
Kohl's;1128299;24/01/2021;West;Utah;Salt Lake City;Women's Apparel;40.00;400;16000.00;4800.00;0.3;In-store
Kohl's;1128299;24/02/2021;West;Utah;Salt Lake City;Men's Street Footwear;30.00;450;13500.00;4725.00;0.35;In-store
Kohl's;1128299;24/02/2021;West;Utah;Salt Lake City;Men's Athletic Footwear;40.00;350;14000.00;4900.00;0.35;In-store
Kohl's;1128299;24/02/2021;West;Utah;Salt Lake City;Women's Street Footwear;40.00;350;14000.00;4900.00;0.35;In-store
Kohl's;1128299;24/02/2021;West;Oregon;Portland;Women's Athletic Footwear;40.00;200;8000.00;2800.00;0.35;In-store
Kohl's;1128299;24/02/2021;West;Oregon;Portland;Men's Apparel;45.00;125;5625.00;2250.00;0.4;In-store
Kohl's;1128299;24/02/2021;West;Oregon;Portland;Women's Apparel;40.00;325;13000.00;3900.00;0.3;In-store
Kohl's;1128299;23/03/2021;West;Oregon;Portland;Men's Street Footwear;40.00;475;19000.00;6650.00;0.35;In-store
Kohl's;1128299;23/03/2021;West;Oregon;Portland;Men's Athletic Footwear;50.00;325;16250.00;5687.50;0.35;In-store
Kohl's;1128299;23/03/2021;West;Oregon;Portland;Women's Street Footwear;55.00;350;19250.00;6737.50;0.35;In-store
Kohl's;1128299;23/03/2021;West;Oregon;Portland;Women's Athletic Footwear;50.00;250;12500.00;4375.00;0.35;In-store
Kohl's;1128299;23/03/2021;West;Oregon;Portland;Men's Apparel;55.00;100;5500.00;2200.00;0.4;In-store
Kohl's;1128299;23/03/2021;West;Oregon;Portland;Women's Apparel;50.00;300;15000.00;4500.00;0.3;In-store
Kohl's;1128299;24/04/2021;West;Oregon;Portland;Men's Street Footwear;55.00;475;26125.00;9143.75;0.35;In-store
Kohl's;1128299;24/04/2021;West;Oregon;Portland;Men's Athletic Footwear;60.00;275;16500.00;5775.00;0.35;In-store
Kohl's;1128299;24/04/2021;West;Oregon;Portland;Women's Street Footwear;60.00;325;19500.00;6825.00;0.35;In-store
Kohl's;1128299;24/04/2021;West;Oregon;Portland;Women's Athletic Footwear;45.00;225;10125.00;3543.75;0.35;In-store
Kohl's;1128299;24/04/2021;West;Oregon;Portland;Men's Apparel;50.00;125;6250.00;2500.00;0.4;In-store
Kohl's;1128299;24/04/2021;West;Oregon;Portland;Women's Apparel;65.00;300;19500.00;5850.00;0.3;In-store
Kohl's;1128299;25/05/2021;West;Oregon;Portland;Men's Street Footwear;50.00;500;25000.00;8750.00;0.35;In-store
Kohl's;1128299;25/05/2021;West;Oregon;Portland;Men's Athletic Footwear;55.00;350;19250.00;6737.50;0.35;In-store
Kohl's;1128299;25/05/2021;West;Oregon;Portland;Women's Street Footwear;55.00;350;19250.00;6737.50;0.35;In-store
Kohl's;1128299;25/05/2021;West;Oregon;Portland;Women's Athletic Footwear;50.00;275;13750.00;4812.50;0.35;In-store
Kohl's;1128299;25/05/2021;West;Oregon;Portland;Men's Apparel;45.00;175;7875.00;3150.00;0.4;In-store
Kohl's;1128299;25/05/2021;West;Oregon;Portland;Women's Apparel;60.00;525;31500.00;9450.00;0.3;In-store
Kohl's;1128299;24/06/2021;West;Oregon;Portland;Men's Street Footwear;55.00;775;42625.00;14918.75;0.35;In-store
Kohl's;1128299;24/06/2021;West;Oregon;Portland;Men's Athletic Footwear;65.00;650;42250.00;14787.50;0.35;In-store
Kohl's;1128299;24/06/2021;West;Oregon;Portland;Women's Street Footwear;80.00;650;52000.00;18200.00;0.35;In-store
Kohl's;1128299;24/06/2021;West;Oregon;Portland;Women's Athletic Footwear;80.00;525;42000.00;14700.00;0.35;In-store
Kohl's;1128299;24/06/2021;West;Oregon;Portland;Men's Apparel;90.00;400;36000.00;14400.00;0.4;In-store
Kohl's;1128299;24/06/2021;West;Oregon;Portland;Women's Apparel;105.00;700;73500.00;22050.00;0.3;In-store
Kohl's;1128299;23/07/2021;West;Oregon;Portland;Men's Street Footwear;85.00;850;72250.00;25287.50;0.35;In-store
Kohl's;1128299;23/07/2021;West;Oregon;Portland;Men's Athletic Footwear;90.00;700;63000.00;22050.00;0.35;In-store
Kohl's;1128299;23/07/2021;West;Oregon;Portland;Women's Street Footwear;90.00;650;58500.00;20475.00;0.35;In-store
Kohl's;1128299;23/07/2021;West;Oregon;Portland;Women's Athletic Footwear;85.00;550;46750.00;16362.50;0.35;In-store
Kohl's;1128299;23/07/2021;West;Oregon;Portland;Men's Apparel;90.00;600;54000.00;21600.00;0.4;In-store
Kohl's;1128299;23/07/2021;West;Oregon;Portland;Women's Apparel;105.00;600;63000.00;18900.00;0.3;In-store
Kohl's;1128299;24/08/2021;West;Oregon;Portland;Men's Street Footwear;90.00;800;72000.00;25200.00;0.35;In-store
Kohl's;1128299;24/08/2021;West;Oregon;Portland;Men's Athletic Footwear;80.00;775;62000.00;21700.00;0.35;In-store
Kohl's;1128299;24/08/2021;West;Oregon;Portland;Women's Street Footwear;70.00;650;45500.00;15925.00;0.35;In-store
Kohl's;1128299;24/08/2021;West;Oregon;Portland;Women's Athletic Footwear;70.00;425;29750.00;10412.50;0.35;In-store
Kohl's;1128299;24/08/2021;West;Oregon;Portland;Men's Apparel;70.00;425;29750.00;11900.00;0.4;In-store
Kohl's;1128299;24/08/2021;West;Oregon;Portland;Women's Apparel;75.00;250;18750.00;5625.00;0.3;In-store
Kohl's;1128299;25/09/2021;West;Oregon;Portland;Men's Street Footwear;50.00;450;22500.00;7875.00;0.35;In-store
Kohl's;1128299;25/09/2021;West;Oregon;Portland;Men's Athletic Footwear;55.00;450;24750.00;8662.50;0.35;In-store
Kohl's;1128299;25/09/2021;West;Oregon;Portland;Women's Street Footwear;50.00;250;12500.00;4375.00;0.35;In-store
Kohl's;1128299;25/09/2021;West;Oregon;Portland;Women's Athletic Footwear;50.00;200;10000.00;3500.00;0.35;In-store
Kohl's;1128299;25/09/2021;West;Oregon;Portland;Men's Apparel;60.00;225;13500.00;5400.00;0.4;In-store
Kohl's;1128299;25/09/2021;West;Oregon;Portland;Women's Apparel;45.00;250;11250.00;3375.00;0.3;In-store
Kohl's;1128299;24/10/2021;West;Oregon;Portland;Men's Street Footwear;40.00;350;14000.00;4900.00;0.35;In-store
Kohl's;1128299;24/10/2021;West;Oregon;Portland;Men's Athletic Footwear;55.00;525;28875.00;10106.25;0.35;In-store
Kohl's;1128299;24/10/2021;West;Oregon;Portland;Women's Street Footwear;50.00;350;17500.00;6125.00;0.35;In-store
Kohl's;1128299;24/10/2021;West;Oregon;Portland;Women's Athletic Footwear;45.00;325;14625.00;5118.75;0.35;In-store
Kohl's;1128299;24/10/2021;West;Oregon;Portland;Men's Apparel;55.00;300;16500.00;6600.00;0.4;In-store
Kohl's;1128299;24/10/2021;West;Oregon;Portland;Women's Apparel;60.00;350;21000.00;6300.00;0.3;In-store
Kohl's;1128299;24/11/2021;West;Oregon;Portland;Men's Street Footwear;45.00;575;25875.00;9056.25;0.35;In-store
Kohl's;1128299;24/11/2021;West;Oregon;Portland;Men's Athletic Footwear;50.00;650;32500.00;11375.00;0.35;In-store
Kohl's;1128299;24/11/2021;West;Oregon;Portland;Women's Street Footwear;45.00;475;21375.00;7481.25;0.35;In-store
Kohl's;1128299;24/11/2021;West;Oregon;Portland;Women's Athletic Footwear;55.00;450;24750.00;8662.50;0.35;In-store
Kohl's;1128299;24/11/2021;West;Oregon;Portland;Men's Apparel;75.00;425;31875.00;12750.00;0.4;In-store
Kohl's;1128299;24/11/2021;West;Oregon;Portland;Women's Apparel;80.00;550;44000.00;13200.00;0.3;In-store
Kohl's;1128299;23/12/2021;West;Oregon;Portland;Men's Street Footwear;65.00;750;48750.00;17062.50;0.35;In-store
Kohl's;1128299;23/12/2021;West;Oregon;Portland;Men's Athletic Footwear;75.00;750;56250.00;19687.50;0.35;In-store
Kohl's;1128299;23/12/2021;West;Oregon;Portland;Women's Street Footwear;70.00;550;38500.00;13475.00;0.35;In-store
Kohl's;1128299;23/12/2021;West;Oregon;Portland;Women's Athletic Footwear;70.00;550;38500.00;13475.00;0.35;In-store
Kohl's;1128299;23/12/2021;West;Oregon;Portland;Men's Apparel;80.00;475;38000.00;15200.00;0.4;In-store
Kohl's;1128299;23/12/2021;West;Oregon;Portland;Women's Apparel;85.00;575;48875.00;14662.50;0.3;In-store
Kohl's;1128299;17/01/2021;West;Oregon;Portland;Men's Street Footwear;35.00;400;14000.00;5600.00;0.4;In-store
Kohl's;1128299;17/01/2021;West;Oregon;Portland;Men's Athletic Footwear;45.00;400;18000.00;7200.00;0.4;In-store
Kohl's;1128299;17/01/2021;West;Oregon;Portland;Women's Street Footwear;45.00;400;18000.00;7200.00;0.4;In-store
Kohl's;1128299;17/01/2021;West;Oregon;Portland;Women's Athletic Footwear;45.00;250;11250.00;4500.00;0.4;In-store
Kohl's;1128299;17/01/2021;West;Oregon;Portland;Men's Apparel;50.00;200;10000.00;4500.00;0.45;In-store
Kohl's;1128299;17/01/2021;West;Oregon;Portland;Women's Apparel;45.00;450;20250.00;7087.50;0.35;In-store
Kohl's;1128299;17/02/2021;West;Oregon;Portland;Men's Street Footwear;35.00;500;17500.00;7000.00;0.4;In-store
Kohl's;1128299;17/02/2021;West;Oregon;Portland;Men's Athletic Footwear;45.00;400;18000.00;7200.00;0.4;In-store
Kohl's;1128299;17/02/2021;West;Oregon;Portland;Women's Street Footwear;45.00;400;18000.00;7200.00;0.4;In-store
Kohl's;1128299;17/02/2021;South;Louisiana;New Orleans;Women's Athletic Footwear;45.00;250;11250.00;4500.00;0.4;In-store
Kohl's;1128299;17/02/2021;South;Louisiana;New Orleans;Men's Apparel;50.00;175;8750.00;3937.50;0.45;In-store
Kohl's;1128299;17/02/2021;South;Louisiana;New Orleans;Women's Apparel;45.00;375;16875.00;5906.25;0.35;In-store
Kohl's;1128299;16/03/2021;South;Louisiana;New Orleans;Men's Street Footwear;45.00;525;23625.00;9450.00;0.4;In-store
Kohl's;1128299;16/03/2021;South;Louisiana;New Orleans;Men's Athletic Footwear;55.00;375;20625.00;8250.00;0.4;In-store
Kohl's;1128299;16/03/2021;South;Louisiana;New Orleans;Women's Street Footwear;60.00;400;24000.00;9600.00;0.4;In-store
Kohl's;1128299;16/03/2021;South;Louisiana;New Orleans;Women's Athletic Footwear;55.00;300;16500.00;6600.00;0.4;In-store
Kohl's;1128299;16/03/2021;South;Louisiana;New Orleans;Men's Apparel;60.00;150;9000.00;4050.00;0.45;In-store
Kohl's;1128299;16/03/2021;South;Louisiana;New Orleans;Women's Apparel;45.00;350;15750.00;5512.50;0.35;In-store
Kohl's;1128299;17/04/2021;South;Louisiana;New Orleans;Men's Street Footwear;50.00;525;26250.00;10500.00;0.4;In-store
Kohl's;1128299;17/04/2021;South;Louisiana;New Orleans;Men's Athletic Footwear;55.00;325;17875.00;7150.00;0.4;In-store
Kohl's;1128299;17/04/2021;South;Louisiana;New Orleans;Women's Street Footwear;55.00;375;20625.00;8250.00;0.4;In-store
Kohl's;1128299;17/04/2021;South;Louisiana;New Orleans;Women's Athletic Footwear;40.00;275;11000.00;4400.00;0.4;In-store
Kohl's;1128299;17/04/2021;South;Louisiana;New Orleans;Men's Apparel;45.00;175;7875.00;3543.75;0.45;In-store
Kohl's;1128299;17/04/2021;South;Louisiana;New Orleans;Women's Apparel;60.00;350;21000.00;7350.00;0.35;In-store
Kohl's;1128299;18/05/2021;South;Louisiana;New Orleans;Men's Street Footwear;45.00;550;24750.00;9900.00;0.4;In-store
Kohl's;1128299;18/05/2021;South;Louisiana;New Orleans;Men's Athletic Footwear;50.00;400;20000.00;8000.00;0.4;In-store
Kohl's;1128299;18/05/2021;South;Louisiana;New Orleans;Women's Street Footwear;50.00;400;20000.00;8000.00;0.4;In-store
Kohl's;1128299;18/05/2021;South;Louisiana;New Orleans;Women's Athletic Footwear;45.00;325;14625.00;5850.00;0.4;In-store
Kohl's;1128299;18/05/2021;South;Louisiana;New Orleans;Men's Apparel;40.00;225;9000.00;4050.00;0.45;In-store
Kohl's;1128299;18/05/2021;South;Louisiana;New Orleans;Women's Apparel;65.00;575;37375.00;13081.25;0.35;Online
Kohl's;1128299;17/06/2021;South;Louisiana;New Orleans;Men's Street Footwear;60.00;825;49500.00;19800.00;0.4;Online
Kohl's;1128299;17/06/2021;South;Louisiana;New Orleans;Men's Athletic Footwear;70.00;700;49000.00;19600.00;0.4;Online
Kohl's;1128299;17/06/2021;South;Louisiana;New Orleans;Women's Street Footwear;85.00;700;59500.00;23800.00;0.4;Online
Kohl's;1128299;17/06/2021;South;Louisiana;New Orleans;Women's Athletic Footwear;85.00;575;48875.00;19550.00;0.4;Online
Kohl's;1128299;17/06/2021;South;Louisiana;New Orleans;Men's Apparel;95.00;450;42750.00;19237.50;0.45;Online
Kohl's;1128299;17/06/2021;South;Louisiana;New Orleans;Women's Apparel;110.00;750;82500.00;28875.00;0.35;Online
Kohl's;1128299;16/07/2021;South;Louisiana;New Orleans;Men's Street Footwear;90.00;900;81000.00;32400.00;0.4;Online
Kohl's;1128299;16/07/2021;South;Louisiana;New Orleans;Men's Athletic Footwear;95.00;750;71250.00;28500.00;0.4;Online
Kohl's;1128299;16/07/2021;South;Louisiana;New Orleans;Women's Street Footwear;95.00;700;66500.00;26600.00;0.4;Online
Kohl's;1128299;16/07/2021;South;Louisiana;New Orleans;Women's Athletic Footwear;90.00;600;54000.00;21600.00;0.4;Online
Kohl's;1128299;16/07/2021;South;Louisiana;New Orleans;Men's Apparel;95.00;650;61750.00;27787.50;0.45;Online
Kohl's;1128299;16/07/2021;South;Louisiana;New Orleans;Women's Apparel;110.00;650;71500.00;25025.00;0.35;Online
Kohl's;1128299;17/08/2021;South;Louisiana;New Orleans;Men's Street Footwear;95.00;850;80750.00;32300.00;0.4;Online
Kohl's;1128299;17/08/2021;South;Louisiana;New Orleans;Men's Athletic Footwear;85.00;825;70125.00;28050.00;0.4;Online
Kohl's;1128299;17/08/2021;South;Louisiana;New Orleans;Women's Street Footwear;75.00;700;52500.00;21000.00;0.4;Online
Kohl's;1128299;17/08/2021;South;Louisiana;New Orleans;Women's Athletic Footwear;75.00;475;35625.00;14250.00;0.4;Online
Kohl's;1128299;17/08/2021;South;Louisiana;New Orleans;Men's Apparel;65.00;475;30875.00;13893.75;0.45;Online
Kohl's;1128299;17/08/2021;South;Louisiana;New Orleans;Women's Apparel;70.00;300;21000.00;7350.00;0.35;Online
Kohl's;1128299;18/09/2021;South;Louisiana;New Orleans;Men's Street Footwear;45.00;500;22500.00;9000.00;0.4;Online
Kohl's;1128299;18/09/2021;South;Louisiana;New Orleans;Men's Athletic Footwear;50.00;500;25000.00;10000.00;0.4;Online
Kohl's;1128299;18/09/2021;South;Louisiana;New Orleans;Women's Street Footwear;45.00;300;13500.00;5400.00;0.4;Online
Kohl's;1128299;18/09/2021;South;Louisiana;New Orleans;Women's Athletic Footwear;45.00;250;11250.00;4500.00;0.4;Online
Kohl's;1128299;18/09/2021;South;Louisiana;New Orleans;Men's Apparel;55.00;275;15125.00;6806.25;0.45;Online
Kohl's;1128299;18/09/2021;South;Louisiana;New Orleans;Women's Apparel;40.00;300;12000.00;4200.00;0.35;Online
Kohl's;1128299;17/10/2021;South;Louisiana;New Orleans;Men's Street Footwear;35.00;400;14000.00;5600.00;0.4;Online
Kohl's;1128299;17/10/2021;South;Louisiana;New Orleans;Men's Athletic Footwear;50.00;575;28750.00;11500.00;0.4;Online
Kohl's;1128299;17/10/2021;South;Louisiana;New Orleans;Women's Street Footwear;45.00;400;18000.00;7200.00;0.4;Online
Kohl's;1128299;17/10/2021;South;Louisiana;New Orleans;Women's Athletic Footwear;40.00;375;15000.00;6000.00;0.4;Online
Kohl's;1128299;17/10/2021;South;Louisiana;New Orleans;Men's Apparel;50.00;350;17500.00;7875.00;0.45;Online
Kohl's;1128299;17/10/2021;South;Louisiana;New Orleans;Women's Apparel;55.00;400;22000.00;7700.00;0.35;Online
Kohl's;1128299;17/11/2021;South;Louisiana;New Orleans;Men's Street Footwear;40.00;625;25000.00;10000.00;0.4;Online
Kohl's;1128299;17/11/2021;South;Louisiana;New Orleans;Men's Athletic Footwear;45.00;700;31500.00;12600.00;0.4;Online
Kohl's;1128299;17/11/2021;South;Louisiana;New Orleans;Women's Street Footwear;40.00;525;21000.00;8400.00;0.4;Online
Kohl's;1128299;17/11/2021;South;Louisiana;New Orleans;Women's Athletic Footwear;50.00;500;25000.00;10000.00;0.4;Online
Kohl's;1128299;17/11/2021;South;Louisiana;New Orleans;Men's Apparel;70.00;475;33250.00;14962.50;0.45;Online
Kohl's;1128299;17/11/2021;South;Louisiana;New Orleans;Women's Apparel;85.00;600;51000.00;17850.00;0.35;Online
Kohl's;1128299;16/12/2021;South;Louisiana;New Orleans;Men's Street Footwear;70.00;800;56000.00;22400.00;0.4;Online
Kohl's;1128299;16/12/2021;South;Louisiana;New Orleans;Men's Athletic Footwear;80.00;800;64000.00;25600.00;0.4;Online
Kohl's;1128299;16/12/2021;South;Louisiana;New Orleans;Women's Street Footwear;75.00;600;45000.00;18000.00;0.4;Online
Kohl's;1128299;16/12/2021;South;Louisiana;New Orleans;Women's Athletic Footwear;75.00;600;45000.00;18000.00;0.4;Online
Kohl's;1128299;16/12/2021;South;Louisiana;New Orleans;Men's Apparel;85.00;525;44625.00;20081.25;0.45;Online
Kohl's;1128299;16/12/2021;South;Louisiana;New Orleans;Women's Apparel;90.00;625;56250.00;19687.50;0.35;Online
Kohl's;1197831;05/01/2021;South;Louisiana;New Orleans;Men's Street Footwear;20.00;675;13500.00;4050.00;0.3;Online
Kohl's;1197831;05/01/2021;South;Louisiana;New Orleans;Men's Athletic Footwear;30.00;675;20250.00;6075.00;0.3;Online
Kohl's;1197831;05/01/2021;South;Louisiana;New Orleans;Women's Street Footwear;30.00;475;14250.00;4275.00;0.3;Online
